"ST","STATE","ST_ABBR","STCNTY","COUNTY.x","FIPS","LOCATION","AREA_SQMI","E_TOTPOP.x","M_TOTPOP.x","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP.x","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP.x","MP_NOHSDP","EP_UNINSUR.x","MP_UNINSUR","EP_AGE65.x","MP_AGE65","EP_AGE17.x","MP_AGE17","EP_DISABL.x","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG.x","MP_LIMENG","EP_MINRTY.x","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE.x","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ.x","MP_GROUPQ","EPL_POV150","EPL_UNEMP.x","EPL_HBURD","EPL_NOHSDP.x","EPL_UNINSUR.x","SPL_THEME1","RPL_THEME1","EPL_AGE65.x","EPL_AGE17.x","EPL_DISABL.x","EPL_SNGPNT","EPL_LIMENG.x","SPL_THEME2","RPL_THEME2","EPL_MINRTY.x","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE.x","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ.x","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP.x","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT.x","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","Unique
Record
Serial
Number","Classification","Address","City","State","Country","Concatenated_Address","Latitude","Longitude","Facility_Type","Facility_Status","Facility_Code","V13"," Ground
Square
Feet"," Mezzanine
Square 
Feet"," Total Working
Square 
Feet","Zip","Nearest 
Major
Metro Market","Year","GEOID.x","closest_fips","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID.y","NAME","COUNTY.y","StateAbbr","StateDesc","Location","E_TOTPOP.y","M_TOTPOP.y","E_DAYPOP.y","SPL_EJI","RPL_EJI","SPL_SER","RPL_SER","EPL_OZONE","EPL_PM","EPL_DSLPM","EPL_TOTCR","SPL_EBM_THEME1","RPL_EBM_DOM1","EPL_NPL","EPL_TRI","EPL_TSD","EPL_RMP","EPL_COAL","EPL_LEAD","SPL_EBM_THEME2","RPL_EBM_DOM2","EPL_PARK","EPL_HOUAGE","EPL_WLKIND","SPL_EBM_THEME3","RPL_EBM_DOM3","EPL_RAIL","EPL_ROAD","EPL_AIRPRT","SPL_EBM_THEME4","RPL_EBM_DOM4","EPL_IMPWTR","SPL_EBM_THEME5","RPL_EBM_DOM5","SPL_EBM","RPL_EBM","EPL_MINRTY.y","SPL_SVM_DOM1","RPL_SVM_DOM1","EPL_POV200","EPL_NOHSDP.y","EPL_UNEMP.y","EPL_RENTER","EPL_HOUBDN","EPL_UNINSUR.y","EPL_NOINT","SPL_SVM_DOM2","RPL_SVM_DOM2","EPL_AGE65.y","EPL_AGE17.y","EPL_DISABL.y","EPL_LIMENG.y","SPL_SVM_DOM3","RPL_SVM_DOM3","EPL_MOBILE.y","EPL_GROUPQ.y","SPL_SVM_DOM4","RPL_SVM_DOM4","SPL_SVM","RPL_SVM","F_BPHIGH","F_ASTHMA","F_CANCER","F_MHLTH","F_DIABETES","F_HVM","RPL_HVM","E_OZONE","E_PM","E_DSLPM","E_TOTCR","E_NPL","E_TRI","E_TSD","E_RMP","E_COAL","E_LEAD","E_PARK","E_HOUAGE","E_WLKIND","E_RAIL","E_ROAD","E_AIRPRT","E_IMPWTR","EP_MINRTY.y","EP_POV200","EP_NOHSDP.y","EP_UNEMP.y","EP_RENTER","EP_HOUBDN","EP_UNINSUR.y","EP_NOINT.y","EP_AGE65.y","EP_AGE17.y","EP_DISABL.y","EP_LIMENG.y","EP_MOBILE.y","EP_GROUPQ.y","EP_BPHIGH","EP_ASTHMA","EP_CANCER","EP_MHLTH","EP_DIABETES","EPL_BPHIGH","EPL_ASTHMA","EPL_CANCER","EPL_DIABETES","EPL_MHLTH"
53,"Washington","WA",53033,"King County",53033029206,"Census Tract 292.06; King County; Washington",6.730303036024,4945,845,2305,322,2044,306,1713,785,362,255,1139,310,622,243,808,297,599,175,1263,481,842,329,115,66,683,293,3733,886,1189,318,178,74,273,117,587,277,15,4,34.6,14.7,13.9,8.5,55.7,12.7,18.8,7.1,16.3,5.4,12.1,3.7,25.5,6.6,17,6.9,5.6,3.1,15.5,6.1,75.5,12.4,51.5,11.8,7.7,3.4,13.4,4.7,28.7,10.5,0.3,0.1,0.8166,0.9459,0.9763,0.8199,0.8649,4.4236,0.9737,0.2692,0.7342,0.7466,0.5491,0.9336,3.2327,0.8903,0.8215,0.8215,0.8215,0.9376,0.7567,0.9455,0.9428,0.5038,4.0864,0.9945,12.5642,0.9937,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,1,0,3,6,49038,241,89,733,330,1345,420,639,327,0,13,746,620,270,224,0,13,11.8,4.2,14.8,6.3,27.2,7.5,12.9,6.6,0,0.8,15.1,11.1,5.5,4.4,0,0.8,899536,"Warehouse","22001 84th Ave S","Kent","Washington","USA","22001 84th Ave S, Kent, Washington 98032-1962",47.405394,-122.232482,"D","Existing","DWA6","D","691,925","-","691,925","98032-1962","Seattle","2020",53033029206,53033029206,53,33,29206,"1400000US53033029206",53033029206,292.06,"King","WA","Washington","Census Tract 292.06, King County, Washington",4272,460,47732,2.3065,0.9087,1.9065,0.9907,0,0.1437,0.9109,0.9196,1.9742,0.5421,0.9782,0.8577,0.9801,0.9152,0,0,3.7312,0.9976,0.44,0.1873,0.2007,0.828,0.0374,0.7891,0.5895,0,1.3786,0.6672,0.7292,0.7292,0.7291,8.6412,0.9443,0.7868,0.7868,0.7868,0.8042,0.7829,0.8062,0.9644,0.971,0.7616,0.6592,5.7495,0.9207,0.4702,0.5832,0.71,0.8697,2.6331,0.9197,0.7701,0.3832,1.1533,0.7153,10.3227,0.9622,0,1,0,1,0,2,0.4,0,7.12,0.95,43.27,46.5,100,58.66,59.1,0,0,94.86,30.96,13.78,100,71.39,0,86.83,67.3,48.7707,18.7,8.3,86.3,54.9479,12.3,21.4,15.2,23.2,15.9,9.8,8.8,0.1,28.3,11.2,5.7,17.3,11.9,0.2856,0.8225,0.2923,0.6363,0.8182
53,"Washington","WA",53033,"King County",53033029206,"Census Tract 292.06; King County; Washington",6.730303036024,4945,845,2305,322,2044,306,1713,785,362,255,1139,310,622,243,808,297,599,175,1263,481,842,329,115,66,683,293,3733,886,1189,318,178,74,273,117,587,277,15,4,34.6,14.7,13.9,8.5,55.7,12.7,18.8,7.1,16.3,5.4,12.1,3.7,25.5,6.6,17,6.9,5.6,3.1,15.5,6.1,75.5,12.4,51.5,11.8,7.7,3.4,13.4,4.7,28.7,10.5,0.3,0.1,0.8166,0.9459,0.9763,0.8199,0.8649,4.4236,0.9737,0.2692,0.7342,0.7466,0.5491,0.9336,3.2327,0.8903,0.8215,0.8215,0.8215,0.9376,0.7567,0.9455,0.9428,0.5038,4.0864,0.9945,12.5642,0.9937,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,1,0,3,6,49038,241,89,733,330,1345,420,639,327,0,13,746,620,270,224,0,13,11.8,4.2,14.8,6.3,27.2,7.5,12.9,6.6,0,0.8,15.1,11.1,5.5,4.4,0,0.8,3325765,"Warehouse","21320 84th Ave S","Kent","Washington","USA","21320 84th Ave S, Kent, Washington 98032",47.410009,-122.225504,"H","Existing","HBF2","H","11,540","-","11,540","98032","Seattle","2020",53033029206,53033029206,53,33,29206,"1400000US53033029206",53033029206,292.06,"King","WA","Washington","Census Tract 292.06, King County, Washington",4272,460,47732,2.3065,0.9087,1.9065,0.9907,0,0.1437,0.9109,0.9196,1.9742,0.5421,0.9782,0.8577,0.9801,0.9152,0,0,3.7312,0.9976,0.44,0.1873,0.2007,0.828,0.0374,0.7891,0.5895,0,1.3786,0.6672,0.7292,0.7292,0.7291,8.6412,0.9443,0.7868,0.7868,0.7868,0.8042,0.7829,0.8062,0.9644,0.971,0.7616,0.6592,5.7495,0.9207,0.4702,0.5832,0.71,0.8697,2.6331,0.9197,0.7701,0.3832,1.1533,0.7153,10.3227,0.9622,0,1,0,1,0,2,0.4,0,7.12,0.95,43.27,46.5,100,58.66,59.1,0,0,94.86,30.96,13.78,100,71.39,0,86.83,67.3,48.7707,18.7,8.3,86.3,54.9479,12.3,21.4,15.2,23.2,15.9,9.8,8.8,0.1,28.3,11.2,5.7,17.3,11.9,0.2856,0.8225,0.2923,0.6363,0.8182
53,"Washington","WA",53033,"King County",53033032010,"Census Tract 320.10; King County; Washington",2.039562965492,6828,655,2391,263,2375,261,822,544,151,104,552,288,69,59,235,230,825,263,2117,311,460,289,184,126,54,79,1852,861,149,84,27,32,0,25,76,65,0,18,12,7.9,4.4,3.2,23.2,11.9,1.6,1.3,3.4,3.4,12.1,3.9,31,3.4,6.7,4.2,7.7,5.2,0.9,1.3,27.1,12.3,6.3,3.4,1.1,1.4,0,1,3.2,2.7,0,0.3,0.2962,0.4757,0.4623,0.0725,0.2335,1.5402,0.2214,0.2692,0.9209,0.1069,0.696,0.4404,2.4334,0.4716,0.4308,0.4308,0.4308,0.5564,0.5525,0,0.3734,0,1.4823,0.1927,5.8867,0.2279,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8095,218,250,16,25,233,180,1004,370,11,19,0,18,588,394,0,18,9.2,9.9,0.2,0.4,3.4,2.6,14.7,5.1,0.2,0.3,0,0.5,8.6,5.3,0,0.5,7796483,"Warehouse","23226 Witte Rd SE","Maple Valley","Washington","USA","23226 Witte Rd SE, Maple Valley, Washington 98038",47.392078,-122.040264,"D","Existing","DWA5","D","112,138","-","112,138","98038","Seattle","2021",53033032010,53033032010,53,33,32010,"1400000US53033032010",53033032010,320.1,"King","WA","Washington","Census Tract 320.10, King County, Washington",6229,356,6760,0.0979,0.0044,0.0979,0.0067,0,0.0418,0.3242,0.3497,0.7157,0.1009,0,0,0,0,0,0,0,0,0.3853,0.0525,0.212,0.6498,0.0114,0.2677,0.3729,0,0.6406,0.2395,0.6736,0.6736,0.6736,2.6797,0.0105,0.3614,0.3614,0.3614,0.1053,0.0981,0.5492,0.2112,0.099,0.1896,0.0425,1.2949,0.0845,0.1353,0.9403,0.0823,0.3749,1.5328,0.1588,0.6427,0,0.6427,0.3659,3.8318,0.0874,0,0,0,0,0,0,0,0,6.12,0.28,27.78,0,0,0,0,0,0,100,7.98,13.67,1.08,27.18,0,77.8,19.2,10.4832,2.7,5.2,16.6,14.8233,3.2,3.3,8.9,31.7,6.2,0.7,2.8,0,22,9.2,6.5,11.4,6.7,0.0573,0.3389,0.4494,0.066,0.2068
53,"Washington","WA",53035,"Kitsap County",53035092101,"Census Tract 921.01; Kitsap County; Washington",18.083025007578,5009,858,2268,289,2019,319,475,360,69,70,677,209,72,53,209,195,1075,176,942,358,1019,417,86,69,29,82,1158,1129,271,119,48,45,73,96,0,18,93,13,9.7,7.1,3.9,3.8,33.5,8.9,1.9,1.4,4.4,3.8,21.5,3.9,18.8,5.3,21.3,5.9,4.2,3.4,0.6,1.7,23.1,22.2,11.9,5,2.1,2.1,3.6,4.2,0,1.8,1.9,0.4,0.2206,0.4146,0.7424,0.0894,0.32,1.787,0.2908,0.7545,0.3249,0.8887,0.4194,0.3747,2.7622,0.6744,0.3765,0.3765,0.3765,0.6746,0.6156,0.691,0,0.7754,2.7566,0.7073,7.6823,0.5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4028,32,31,16,26,402,202,262,160,24,44,28,42,426,259,0,18,1.6,1.5,0.3,0.5,8,4.3,5.2,3.1,0.5,0.9,0.6,0.9,8.5,4.3,0,0.7,4565854,"Warehouse","7555 Airport Way SW","Bremerton","Washington","USA","7555 Airport Way SW, Bremerton, Washington 98312",47.500883,-122.750107,"D","Existing","DSE8","D","117,351","-","117,351","98312","Seattle","2020",53035092101,53035092100,53,35,92100,"1400000US53035092100",53035092100,921,"Kitsap","WA","Washington","Census Tract 921, Kitsap County, Washington",8423,617,6611,0.716,0.1919,0.716,0.2913,0,0.0217,0.3844,0.5018,0.9079,0.1409,0,0.5076,0,0,0,0,0.5076,0.3271,0.5793,0.1349,0.7425,1.4567,0.4026,0.5001,0.5424,0.9562,1.9987,0.945,0.3857,0.3857,0.3857,5.2566,0.3458,0.4283,0.4283,0.4283,0.3092,0.2798,0.2424,0.3697,0.4326,0.3622,0.1251,2.121,0.2155,0.4888,0.5094,0.7848,0.2137,1.9967,0.4897,0.7717,0.7121,1.4838,0.8699,6.0298,0.3702,0,0,0,0,0,0,0,0,5.59,0.32,31.12,0,15.66,0,0,0,0,55.76,23.37,6.28,35.29,60.73,35.25,30.88,23.9,20.7142,5.8,3,24.2,24.3029,5.2,6.2,15.5,22.2,17.5,0.2,8.9,1.2,30.2,9.9,7.4,12,9.9,0.3971,0.5445,0.6609,0.3955,0.27
53,"Washington","WA",53053,"Pierce County",53053071309,"Census Tract 713.09; Pierce County; Washington",1.596024818074,4382,469,1564,153,1524,158,380,208,45,38,248,80,113,67,330,236,444,112,1119,219,511,210,125,69,39,68,1428,634,0,18,93,63,41,33,18,21,0,13,8.7,4.7,1.9,1.6,16.3,5,3.9,2.2,7.6,5.2,10.1,2.6,25.5,3.8,11.7,4.6,8.2,4.4,1,1.7,32.6,14,0,1.2,5.9,4.1,2.7,2.1,1.2,1.4,0,0.3,0.1876,0.158,0.2132,0.2179,0.5493,1.326,0.1657,0.1801,0.7342,0.4323,0.7238,0.4592,2.5296,0.5314,0.497,0.497,0.497,0,0.7236,0.6121,0.1602,0,1.4959,0.1965,5.8485,0.2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,83,62,295,191,571,305,79,62,5,11,55,46,390,187,33,39,5.4,4,6.7,4.4,13,6.4,1.8,1.4,0.1,0.2,1.3,1,8.9,4.2,0.8,0.9,742358,"Warehouse","5509 Military Road East","Puyallup","Washington","USA","5509 Military Road East, Puyallup, Washington 98375",47.105755,-122.356565,"D","Existing","DWA7/
HBF6","D","145,419","-","145,419","98375","Tacoma","2021",53053071309,53053071309,53,53,71309,"1400000US53053071309",53053071309,713.09,"Pierce","WA","Washington","Census Tract 713.09, Pierce County, Washington",4630,396,1779,0.6059,0.1381,0.6059,0.2143,0,0.1115,0.6743,0.802,1.5878,0.3756,0,0.4734,0,0,0,0,0.4734,0.3108,0.6457,0.1206,0.7897,1.556,0.4956,0.4999,0,0,0.4999,0.1651,0.7351,0.7351,0.7351,4.8522,0.2579,0.5117,0.5117,0.5117,0.2019,0.3637,0.2712,0.2817,0.4767,0.5721,0.2624,2.4297,0.2741,0.192,0.8387,0.5031,0.6217,2.1555,0.6308,0.7904,0,0.7904,0.469,5.8873,0.348,0,0,0,0,0,0,0,0,6.9,0.55,38.57,0,10.91,0,0,0,0,35.18,20.9,5.78,35.25,0,0,87.77,30.9,15.4764,7.2,3.2,19.9,25.5391,8.2,10,10.2,27.8,12.6,2.4,10.1,0,26.9,9.8,5.1,12.8,8.4,0.2135,0.5157,0.1933,0.2073,0.362
53,"Washington","WA",53053,"Pierce County",53053071309,"Census Tract 713.09; Pierce County; Washington",1.596024818074,4382,469,1564,153,1524,158,380,208,45,38,248,80,113,67,330,236,444,112,1119,219,511,210,125,69,39,68,1428,634,0,18,93,63,41,33,18,21,0,13,8.7,4.7,1.9,1.6,16.3,5,3.9,2.2,7.6,5.2,10.1,2.6,25.5,3.8,11.7,4.6,8.2,4.4,1,1.7,32.6,14,0,1.2,5.9,4.1,2.7,2.1,1.2,1.4,0,0.3,0.1876,0.158,0.2132,0.2179,0.5493,1.326,0.1657,0.1801,0.7342,0.4323,0.7238,0.4592,2.5296,0.5314,0.497,0.497,0.497,0,0.7236,0.6121,0.1602,0,1.4959,0.1965,5.8485,0.2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,83,62,295,191,571,305,79,62,5,11,55,46,390,187,33,39,5.4,4,6.7,4.4,13,6.4,1.8,1.4,0.1,0.2,1.3,1,8.9,4.2,0.8,0.9,3501641,"Warehouse","5509 Military Road East","Puyallup","Washington","USA","5509 Military Road East, Puyallup, Washington 98375",47.105755,-122.356565,"H","Existing","HBF6","H","-","-","-","98375","Tacoma","2021",53053071309,53053071309,53,53,71309,"1400000US53053071309",53053071309,713.09,"Pierce","WA","Washington","Census Tract 713.09, Pierce County, Washington",4630,396,1779,0.6059,0.1381,0.6059,0.2143,0,0.1115,0.6743,0.802,1.5878,0.3756,0,0.4734,0,0,0,0,0.4734,0.3108,0.6457,0.1206,0.7897,1.556,0.4956,0.4999,0,0,0.4999,0.1651,0.7351,0.7351,0.7351,4.8522,0.2579,0.5117,0.5117,0.5117,0.2019,0.3637,0.2712,0.2817,0.4767,0.5721,0.2624,2.4297,0.2741,0.192,0.8387,0.5031,0.6217,2.1555,0.6308,0.7904,0,0.7904,0.469,5.8873,0.348,0,0,0,0,0,0,0,0,6.9,0.55,38.57,0,10.91,0,0,0,0,35.18,20.9,5.78,35.25,0,0,87.77,30.9,15.4764,7.2,3.2,19.9,25.5391,8.2,10,10.2,27.8,12.6,2.4,10.1,0,26.9,9.8,5.1,12.8,8.4,0.2135,0.5157,0.1933,0.2073,0.362
53,"Washington","WA",53053,"Pierce County",53053071413,"Census Tract 714.13; Pierce County; Washington",3.71074331007,2831,692,888,159,843,169,143,184,46,36,123,89,57,50,143,72,88,64,727,307,229,111,78,79,7,50,1361,814,0,18,0,13,41,68,20,32,4,6,5.1,6.4,3.7,3.7,14.6,10.1,3,3,5.9,3.6,3.1,2.5,25.7,7.6,9.4,5.1,9.2,9.2,0.3,1.9,48.1,26.2,0,2,0,4.1,4.9,7.6,2.4,3.8,0.1,0.2,0.0764,0.3898,0.1587,0.1583,0.4371,1.2203,0.1404,0.0182,0.7442,0.2674,0.7709,0.285,2.0857,0.2647,0.6447,0.6447,0.6447,0,0,0.7706,0.2925,0.3692,1.4323,0.1785,5.383,0.1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,0,13,836,585,263,230,59,64,0,13,75,133,128,105,0,13,0,4.3,29.5,16.9,9.3,7.1,2.1,2.3,0,1.3,2.6,4.8,4.5,3.9,0,1.3,3823259,"Warehouse","3138 200th St. E., Building 5","Spanaway","Washington","USA","3138 200th St. E., Building 5, Spanaway, Washington 98387",47.072587,-122.386459,"G","New Confirmed","HWA4","H","862,167","-","862,167","98387","Seattle","2024",53053071413,53053071411,53,53,71411,"1400000US53053071411",53053071411,714.11,"Pierce","WA","Washington","Census Tract 714.11, Pierce County, Washington",6555,587,2859,1.3162,0.533,1.1162,0.6068,0,0.0992,0.6329,0.7842,1.5163,0.3449,0,0,0,0,0,0,0,0,1,0.1306,0.3779,1.5085,0.4519,0.7147,0.733,0.9451,2.3928,0.9818,0.7351,0.7351,0.7351,6.1527,0.5511,0.7241,0.7241,0.7241,0.491,0.6431,0.6389,0.4569,0.7282,0.3622,0.1993,3.5196,0.5079,0.0456,0.9452,0.4962,0.6975,2.1845,0.6545,0.7981,0,0.7981,0.4744,7.2263,0.5651,0,1,0,0,0,1,0.2,0,6.8,0.51,38.04,0,0,0,0,0,0,0,22.68,11.33,88.88,98.36,25.24,87.77,56.2,29.475,13.4,6,28.9,34.6491,5.2,8.3,5.9,32,12.5,3.5,10.6,0,28.1,10.7,4.5,14.8,10.1,0.2742,0.7373,0.1118,0.4209,0.5944
53,"Washington","WA",53053,"Pierce County",53053072000,"Census Tract 720; Pierce County; Washington",1.016932049986,4982,748,2443,445,2273,459,1632,613,345,265,1235,407,642,307,578,255,405,175,1191,332,1028,433,229,138,172,116,2928,944,615,245,293,115,130,118,500,261,2,2,32.8,11.3,15.4,9.7,54.3,14.2,20,7.2,12.3,5.4,8.1,3.4,23.9,5.7,21.8,7.3,10.1,5.7,3.7,2.4,58.8,16.8,25.2,8.9,12,4.8,5.7,4.7,22,8.4,0,0,0.7918,0.9614,0.9712,0.8395,0.7613,4.3252,0.9622,0.1078,0.6444,0.8996,0.8067,0.7132,3.1717,0.8692,0.7215,0.7215,0.7215,0.8275,0.8181,0.8057,0.9134,0,3.3647,0.9068,11.5831,0.9625,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3015,189,134,735,450,1375,530,67,68,95,90,215,203,441,340,0,13,8.3,5.8,14.8,9.2,27.6,9.5,1.3,1.4,1.9,1.8,4.3,4.1,8.9,6.1,0,0.7,6383549,"Warehouse","14802 Spring St SW","Lakewood","Washington","USA","14802 Spring St SW, Lakewood, Washington 98439",47.121856,-122.538489,"D","Existing","DSW5","D","470,000","-","470,000","98439","Tacoma","2021",53053072000,53053072000,53,53,72000,"1400000US53053072000",53053072000,720,"Pierce","WA","Washington","Census Tract 720, Pierce County, Washington",4442,561,2959,1.9718,0.8117,1.5718,0.8708,0,0.1383,0.7475,0.7144,1.6002,0.3814,0.9819,0.6569,0,0,0,0,1.6388,0.8017,0.5191,0.5821,0.2614,1.3626,0.3133,0.7891,0.7136,0,1.5027,0.7449,0.6461,0.6461,0.6461,6.7504,0.6801,0.6067,0.6067,0.6067,0.8335,0.6394,0.9478,0.8941,0.844,0.6335,0.5186,5.3109,0.8551,0.1481,0.7185,0.8243,0.6861,2.377,0.7953,0.855,0.3832,1.2382,0.7473,9.5328,0.8917,0,1,0,1,0,2,0.4,0,7.08,0.63,36.18,54.87,49.48,0,0,0,0,74.66,68.31,13.04,100,96.07,0,72.69,40.2,51.4797,13.3,13.8,69.8,41.0931,9.3,17,9.2,25.3,18.5,3.3,15.5,0.1,32.6,11.5,4.9,16.7,11.6,0.5419,0.8594,0.1641,0.6052,0.7746
53,"Washington","WA",53053,"Pierce County",53053072801,"Census Tract 728.01; Pierce County; Washington",5.150893345316,4940,437,1748,159,1716,158,229,136,92,79,305,113,54,42,34,40,191,50,1609,251,416,130,77,65,147,105,2104,618,28,35,0,13,0,18,84,110,0,13,4.6,2.7,5.1,4.3,17.8,6.4,1.8,1.4,0.8,0.9,3.9,1,32.6,3.6,9.8,3.2,4.5,3.8,3.3,2.3,42.6,11.9,1.6,2,0,2.1,0,1,4.9,6.2,0,0.3,0.0634,0.5535,0.2668,0.0839,0.0344,1.002,0.0924,0.0241,0.9474,0.2957,0.4495,0.6916,2.4083,0.4555,0.5978,0.5978,0.5978,0.3717,0,0,0.5117,0,0.8834,0.0654,4.8915,0.1114,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2958,10,17,363,197,743,314,531,184,48,76,70,80,304,172,45,57,0.6,1,7.3,4,15,6.1,10.7,3.8,1,1.5,1.4,1.6,6.2,3.5,0.9,1.2,8067777,"Warehouse","2700 Center Drive","DuPont","Washington","USA","2700 Center Drive, DuPont, Washington 98327-9607",47.112429,-122.638532,"F","Existing","BFI3","B","1,000,000","100,000","1,100,000","98327-9607","Seattle","2015",53053072801,53053072800,53,53,72800,"1400000US53053072800",53053072800,728,"Pierce","WA","Washington","Census Tract 728, Pierce County, Washington",9435,29,7698,0.3702,0.0518,0.3702,0.084,0,0.1101,0.6095,0.5085,1.2281,0.2328,0,0.6233,0,0,0,0,0.6233,0.3834,0.5339,0.0451,0.5096,1.0886,0.1218,0.7151,0.4817,0,1.1968,0.5733,0.6201,0.6201,0.6201,4.7569,0.2372,0.5331,0.5331,0.5331,0.0878,0.0306,0.702,0.7034,0.5295,0.0218,0.1453,2.2204,0.2338,0.1055,0.8766,0.1751,0.3749,1.5321,0.1585,0,0,0,0,4.2856,0.133,0,0,0,0,0,0,0,0,6.89,0.49,31.29,0,40.15,0,0,0,0,70.07,6.64,9,88.93,47.6,0,68.04,32.9,9.4722,1.2,6.7,46.9,27.1209,0.8,6.8,8.1,28.9,8,0.7,0,0,24.6,9,5.2,10.5,7,0.1182,0.2831,0.2082,0.0826,0.1216
53,"Washington","WA",53053,"Pierce County",53053072801,"Census Tract 728.01; Pierce County; Washington",5.150893345316,4940,437,1748,159,1716,158,229,136,92,79,305,113,54,42,34,40,191,50,1609,251,416,130,77,65,147,105,2104,618,28,35,0,13,0,18,84,110,0,13,4.6,2.7,5.1,4.3,17.8,6.4,1.8,1.4,0.8,0.9,3.9,1,32.6,3.6,9.8,3.2,4.5,3.8,3.3,2.3,42.6,11.9,1.6,2,0,2.1,0,1,4.9,6.2,0,0.3,0.0634,0.5535,0.2668,0.0839,0.0344,1.002,0.0924,0.0241,0.9474,0.2957,0.4495,0.6916,2.4083,0.4555,0.5978,0.5978,0.5978,0.3717,0,0,0.5117,0,0.8834,0.0654,4.8915,0.1114,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2958,10,17,363,197,743,314,531,184,48,76,70,80,304,172,45,57,0.6,1,7.3,4,15,6.1,10.7,3.8,1,1.5,1.4,1.6,6.2,3.5,0.9,1.2,693500,"Warehouse","3230 International Place","DuPont","Washington","USA","3230 International Place, DuPont, Washington 98327-7707",47.1103,-122.624953,"I","Existing","BFI9","B","628,640","-","628,640","98327-7707","Seattle","2021",53053072801,53053072800,53,53,72800,"1400000US53053072800",53053072800,728,"Pierce","WA","Washington","Census Tract 728, Pierce County, Washington",9435,29,7698,0.3702,0.0518,0.3702,0.084,0,0.1101,0.6095,0.5085,1.2281,0.2328,0,0.6233,0,0,0,0,0.6233,0.3834,0.5339,0.0451,0.5096,1.0886,0.1218,0.7151,0.4817,0,1.1968,0.5733,0.6201,0.6201,0.6201,4.7569,0.2372,0.5331,0.5331,0.5331,0.0878,0.0306,0.702,0.7034,0.5295,0.0218,0.1453,2.2204,0.2338,0.1055,0.8766,0.1751,0.3749,1.5321,0.1585,0,0,0,0,4.2856,0.133,0,0,0,0,0,0,0,0,6.89,0.49,31.29,0,40.15,0,0,0,0,70.07,6.64,9,88.93,47.6,0,68.04,32.9,9.4722,1.2,6.7,46.9,27.1209,0.8,6.8,8.1,28.9,8,0.7,0,0,24.6,9,5.2,10.5,7,0.1182,0.2831,0.2082,0.0826,0.1216
